"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US13009970800","Census Tract 9708, Baldwin County, Georgia","7117","683"
"1400000US13113140204","Census Tract 1402.04, Fayette County, Georgia","5778","565"
"1400000US13297110508","Census Tract 1105.08, Walton County, Georgia","5507","442"
"1400000US13175951400","Census Tract 9514, Laurens County, Georgia","2304","301"
"1400000US13067030103","Census Tract 301.03, Cobb County, Georgia","9370","567"
"1400000US13185010604","Census Tract 106.04, Lowndes County, Georgia","5670","693"
"1400000US13051003000","Census Tract 30, Chatham County, Georgia","1828","209"
"1400000US13135050609","Census Tract 506.09, Gwinnett County, Georgia","14027","789"
"1400000US13121011414","Census Tract 114.14, Fulton County, Georgia","7751","788"
"1400000US13067030902","Census Tract 309.02, Cobb County, Georgia","6061","551"
"1400000US13121005200","Census Tract 52, Fulton County, Georgia","5420","453"
"1400000US13245000300","Census Tract 3, Richmond County, Georgia","1193","234"
"1400000US13303950500","Census Tract 9505, Washington County, Georgia","5244","324"
"1400000US13067031005","Census Tract 310.05, Cobb County, Georgia","5036","410"
"1400000US13121011305","Census Tract 113.05, Fulton County, Georgia","5048","602"
"1400000US13121005502","Census Tract 55.02, Fulton County, Georgia","2887","371"
"1400000US13121007500","Census Tract 75, Fulton County, Georgia","3412","441"
"1400000US13157010400","Census Tract 104, Jackson County, Georgia","5498","487"
"1400000US13089021908","Census Tract 219.08, DeKalb County, Georgia","5875","728"
"1400000US13117130612","Census Tract 1306.12, Forsyth County, Georgia","6542","219"
"1400000US13067031113","Census Tract 311.13, Cobb County, Georgia","1278","240"
"1400000US13121007100","Census Tract 71, Fulton County, Georgia","2299","471"
"1400000US13245010510","Census Tract 105.10, Richmond County, Georgia","4650","462"
"1400000US13051002800","Census Tract 28, Chatham County, Georgia","2516","423"
"1400000US13089023208","Census Tract 232.08, DeKalb County, Georgia","7138","894"
"1400000US13073030308","Census Tract 303.08, Columbia County, Georgia","10655","1036"
"1400000US13113140502","Census Tract 1405.02, Fayette County, Georgia","3352","260"
"1400000US13245010600","Census Tract 106, Richmond County, Georgia","4918","637"
"1400000US13135050531","Census Tract 505.31, Gwinnett County, Georgia","9628","914"
